,index,patient5,patient6,patient7
6265,MIR8082,0.36912959362373665,0.3631394706056451,0.9157313534738284
6266,ARSJ,0.22289685041979257,0.08298969357799213,0.4912215113748989
6267,UGT8,0.2061045937289978,0.1532222332982628,0.24272853206766876
6268,MIR577,0.19341526394704345,0.13869163681177,0.14109404458624708
6269,MIR1973,0.5123607841640857,0.34389352897639736,0.25247654109158923
6270,TRAM1L1,0.36858634774678234,0.9065819728726858,0.12985843664387975
6271,PRSS12,0.9142884461072374,0.727695499418453,0.4182813074884022
6272,SNORA24,0.6214419259814211,0.47313352450702784,0.7413300542272241
6273,SNHG8,0.813369219047684,0.42794941766822026,0.2548344943160318
6274,CEP170P1,0.36594771675514126,0.07503134994627081,0.1995465846116533
6275,METTL14,0.9624867749462643,0.12356454204716305,0.342175697813081
6276,FABP2,0.28598980001909113,0.8546272074781062,0.14486733558994846
6277,C4orf3,0.13116887469922967,0.910054039501941,0.5584955289154272
6278,LOC645513,0.13611345984634038,0.9779646088557629,0.6608154921546584
6279,LINC01061,0.33622609993840114,0.07214655229758316,0.17131360781840255
6280,LINC01365,0.16343161262047645,0.952240298745125,0.23780827327737974
6281,LOC100996694,0.2611177784528448,0.08864683163496723,0.7344013030753096
6282,MAD2L1,0.05268332494751038,0.2773758164881803,0.38922046692792067
6283,NDNF,0.3687861889239801,0.8411690136780814,0.6550841073546583
6284,TNIP3,0.22201054902392003,0.7190934643665312,0.5742091501920487
6285,ANXA5,0.22159248966914347,0.19353336544898003,0.2685583616245675
6286,PP12613,0.058492157500680264,0.33610141693312834,0.4345230714180969
6287,CCNA2,0.14209553017626808,0.1837263509268766,0.9023115849960288
6288,EXOSC9,0.7745981244119087,0.9714148923180527,0.3817036212358583
6289,BBS7,0.7192820420273487,0.8540814766449105,0.5701009610371032
6290,IL2,0.9233266394036493,0.082586446611975,0.9364796539546892
6291,IL21,0.8810163269279976,0.10522905291632978,0.6436250306473437
6292,CETN4P,0.538704256291137,0.5726615650314705,0.6788541369823804
6293,BBS12,0.7245801544560693,0.8998518382229554,0.5247333417214083
6294,FGF2,0.9219516354028789,0.8200127209672132,0.9637584744948579
6295,NUDT6,0.5317142633417488,0.09033710062115474,0.13323789151524124
6296,SPRY1,0.47671611883774756,0.5815260183113808,0.6118943415601855
6297,ANKRD50,0.20371340987897912,0.3673880107743377,0.897508101611352
6298,MIR2054,0.11814638097014629,0.822224369107298,0.43247402082094866
6299,SLC25A31,0.7855143871239411,0.28835485617839607,0.6004604670068461
6300,PLK4,0.00030024219022617427,0.11592292840640483,0.15549022533742973
6301,C4orf29,0.9612962036607074,0.8278443733294066,0.048154574787217075
6302,PGRMC2,0.7629213990490203,0.8774987271134768,0.017489457930743857
6303,PABPC4L,0.4675237379957594,0.3460729774805278,0.5691674880334445
6304,LINC00613,0.3403982542280489,0.45274856126955143,0.28490197751767465
6305,PCDH18,0.3276431466768229,0.9004920622763978,0.8210978468460303
6306,LINC00616,0.036474131649022246,0.5113332370247453,0.005650045196581854
6307,SLC7A11,0.017686560330130274,0.8722251072365571,0.1054669899002122
6308,CCRN4L,0.07097596837263753,0.19932644417437828,0.18485711779361924
6309,MGARP,0.6314444726787388,0.8079302001902213,0.510989685867583
6310,NDUFC1,0.02009597369938576,0.5915313390765566,0.28661941140749114
6311,SETD7,0.23381172531801508,0.631227225215034,0.8597661610961399
6312,SCOC-AS1,0.8403867974776904,0.055459996121057786,0.2657913979831409
6313,LOC152586,0.6797587583091921,0.22806537999239596,0.9636067957167324
6314,CLGN,0.5246040567587754,0.6099507518429366,0.47208591427785584
6315,ELMOD2,0.5187432320268087,0.485761130770739,0.7526091800719313
6316,UCP1,0.14749493084920018,0.24938905488537022,0.6047458231020544
6317,TNRC18P1,0.22630673699605142,0.4638278800571052,0.002000991458571799
6318,ZNF330,0.8349035880146495,0.534068261871147,0.4010731175030806
6319,LOC100507639,0.2907984370232205,0.5680079119461896,0.11274359873418449
6320,USP38,0.6286344242783154,0.23825606727760007,0.09151115756756445
6321,SMARCA5-AS1,0.8087034193199266,0.8674521005714527,0.3602243250385371
6322,GUSBP5,0.6188435427953369,0.309701281859729,0.5050913111477652
6323,GYPE,0.7270023451566076,0.9611549961256207,0.5229357732260587
6324,GYPB,0.3458296016230149,0.07960270984634565,0.5824456996983691
6325,GYPA,0.4373016851490382,0.4407582028992272,0.3219411842804589
6326,HHIP-AS1,0.9819932300064476,0.7715085525114684,0.8195695529427126
6327,OTUD4,0.959195959469064,0.7848668748452952,0.35764537743325153
6328,ABCE1,0.07775917391806175,0.4820598923643975,0.9048292477754528
6329,SMAD1-AS2,0.38660327379212167,0.6503717429672048,0.39046736982484564
6330,C4orf51,0.8021244373315892,0.33272576148192246,0.5633136200025849
6331,MMAA,0.09469637667877673,0.8175025138767288,0.12991471162202994
6332,LINC01095,0.8609898909675607,0.3475851347067195,0.49544876626433776
6333,LSM6,0.34626875290668,0.11630079184943898,0.1155329769604927
6334,MIR7849,0.3916276858787061,0.45461249790742064,0.580850698070068
6335,POU4F2,0.26096676027979926,0.6276876234470442,0.4618980805356603
6336,EDNRA,0.23276508325066625,0.9033166992025367,0.5144017078039905
6337,PRMT9,0.19417999775031114,0.15802912823679982,0.12757151624066154
6338,TMEM184C,0.30236194923638904,0.5232328378473702,0.48110346598271003
6339,MIR4799,0.2087878860690593,0.3883622232314633,0.3417298215502085
6340,MAB21L2,0.4590807353929096,0.31344837569891815,0.29386391414773994
6341,SNORD73A,0.3980475651849267,0.34258488700418355,0.35668820815902424
6342,RPS3A,0.06629491188084802,0.6894155950123586,0.09574454814693134
6343,PRSS48,0.4451622139827769,0.7777547422310381,0.4391904417654702
6344,PET112,0.0316443680901084,0.6005474063486401,0.9724292094705885
6345,LOC100996286,0.12592067851429511,0.9852186086089475,0.3116570966461172
6346,DEAR,0.35294735391074916,0.4788624230820906,0.1997017101973465
6347,DKFZP434I0714,0.01742128914142116,0.9311350706745073,0.5692938240493813
6348,MIR3140,0.7481565729848209,0.6807739142769802,0.006697912045199206
6349,MIR4453,0.05780151625005725,0.26180234421568804,0.6113145255618891
6350,TMEM154,0.28463735632648846,0.481226504245407,0.9815923047777252
6351,TIGD4,0.7323760009792665,0.060825041418864245,0.885909894560763
6352,ANXA2P1,0.16244171902633198,0.3756683275171673,0.20667242352326531
6353,TLR2,0.4654214380856775,0.1329484488737156,0.33850017034411195
6354,SFRP2,0.42797712188761794,0.33965995595538456,0.8058652920134782
6355,PLRG1,0.5061534842673758,0.6848821566729603,0.7329371163431829
6356,FGB,0.8563679231082336,0.7484561076290527,0.9341757594183481
6357,FGA,0.1740659639245219,0.9872100333955445,0.7005079753349124
6358,FGG,0.1697697463959874,0.5125159581885471,0.6054804241592149
6359,LRAT,0.48287882200065113,0.9003384038286665,0.3953044642529292
6360,NPY2R,0.6189010865295245,0.7249420148544594,0.5004719025477254
6361,MAP9,0.7912850203981575,0.3719214397318805,0.6711688758749162
6362,GUCY1B3,0.56831776971932,0.9503584012050931,0.8730287909451201
6363,CTSO,0.3672513551124287,0.447127237721208,0.011918958484186892
6364,TDO2,0.1562165734083838,0.18168648935016807,0.6033498061047382
6365,LOC340017,0.9535933148435243,0.5516436939498428,0.054410810728448444
6366,FAM198B,0.7469846939655822,0.1925704658853138,0.5283341522561852
6367,TMEM144,0.35160641858193675,0.22920034090684072,0.8838860869867803
6368,PPID,0.9740860294693514,0.3201986418297543,0.17872852181007726
6369,ETFDH,0.4807064111230822,0.52873786840728,0.8273383933964007
6370,C4orf46,0.2958618600552353,0.9690720316819913,0.6002917919414953
6371,MIR3688-2,0.04444139900915145,0.9786309001483192,0.6933854766625961
6372,MIR3688-1,0.8486339031149396,0.2982659135405875,0.2878929294127852
6373,RAPGEF2,0.7754526262644151,0.09945337912022012,0.6207095952375067
6374,NAF1,0.06000150366008805,0.18982444801755827,0.8738147269777604
6375,NPY5R,0.2955246045257377,0.772020929849072,0.862309886504676
6376,NPY1R,0.23933021004625898,0.1157662288367115,0.05537182886038883
6377,TMA16,0.47037587332517095,0.9244519398158304,0.6159990394229561
6378,TKTL2,0.8594031449791948,0.4129715630923375,0.023876992138184394
6379,ANP32C,0.6345286658883771,0.057648901455233936,0.9474487703523746
6380,LINC01207,0.28240249922388183,0.123072961730614,0.12185152488561701
6381,FAM218A,0.17824569641117094,0.8631887126332829,0.4199237743923919
6382,TRIM61,0.4001808138068338,0.1305059185020031,0.7008730405316447
6383,TRIM60,0.7045732974213836,0.5759378872698031,0.33844789162881117
6384,TMEM192,0.9320157050924469,0.9302085301176936,0.21087769386490662
6385,MIR578,0.19211258593211422,0.9097719750810893,0.17739413689327543
6386,MSMO1,0.275158537962401,0.45582900783487834,0.068435055002116
6387,LINC01179,0.9670509501879294,0.9874473106267475,0.41828286590007036
6388,LOC101928131,0.5173822017825319,0.08783420896771177,0.3234129783302553
6389,CBR4,0.8531189923336588,0.1241140946669792,0.22532045607344808
6390,CLCN3,0.7178096059925534,0.5558134816742467,0.032569883882282435
6391,LOC100506085,0.13732611262036643,0.7200545473681047,0.11908341642485243
6392,AADAT,0.4413218758951639,0.8666611041589339,0.21639750360805154
6393,MIR6082,0.0018408656957579206,0.07574649491764718,0.4295310856925738
6394,HMGB2,0.8365680376733186,0.6354443209941895,0.2085439707105694
6395,SAP30,0.6114637420563257,0.596519886487768,0.2985098600145013
6396,SCRG1,0.9855280076446785,0.8495772895531466,0.453878506619104
6397,HAND2,0.07561796417510924,0.1826726161279696,0.15282506337952317
6398,FBXO8,0.9647434707823079,0.6002778474941107,0.9352924786687721
6399,MIR4276,0.37396467582879334,0.7192381148413982,0.5688139039133527
6400,HPGD,0.5121900129428271,0.36076352887410823,0.2918825047706518
6401,SPATA4,0.9181231995634,0.2060499296470223,0.25275681838678665
6402,ASB5,0.912360483079274,0.5764983584125769,0.904139057688906
6403,SPCS3,0.27317926114790225,0.6694399935196207,0.49258197978793405
6404,VEGFC,0.11429509036220187,0.6330828846188444,0.08297908567582823
6405,AGA,0.4211308775324605,0.576774478322415,0.9640591790142312
6406,MGC45800,0.25763507707345823,0.07410005950607446,0.5295323161812155
6407,MIR1305,0.5378727559950747,0.703456603158613,0.7780269192397369
6408,DCTD,0.6681762641257485,0.8320563082476087,0.4214077762884353
6409,FAM92A1P2,0.8331466501317857,0.3846474878169336,0.24947478693411762
6410,WWC2-AS2,0.00339060236464217,0.6479619964114466,0.6933684742277382
6411,CLDN22,0.6703334321771436,0.7761904113672324,0.7237817079770313
6412,CLDN24,0.3080167477329694,0.7020893287248127,0.08337523612551334
6413,CDKN2AIP,0.4467233766222718,0.22048201158778336,0.4068916730559188
6414,ING2,0.3936343533518649,0.6469341528937461,0.7395843188140375
6415,RWDD4,0.13192583761740317,0.8821808921041686,0.7141280685964699
6416,TRAPPC11,0.17420787819500216,0.005442761561800014,0.7191813602432955
6417,STOX2,0.7660133841080786,0.2053175533377979,0.005330138182285671
6418,LOC728175,0.5372809970594431,0.33490956480598344,0.7698681515646113
6419,CASP3,0.4014683564364031,0.27868987454967464,0.6228760744942797
6420,CENPU,0.7534580754688134,0.5814076394250002,0.7476056824889221
6421,SLED1,0.5252675177893373,0.9345846512191672,0.9321728318237358
6422,MIR3945,0.8148306926006774,0.08564211088841578,0.19911068864423476
6423,LINC01093,0.2979533484018475,0.2986128371491259,0.47007415047115475
6424,LOC731424,0.8698052855363735,0.2576336345116239,0.7373547976979927
6425,HELT,0.026215031175301884,0.8507282694981265,0.49944615665976
6426,SLC25A4,0.2726135660637051,0.4121166154012347,0.9544688734211053
6427,LRP2BP,0.44489336135385504,0.7853370567324458,0.12521784034957495
6428,ANKRD37,0.8707569494352312,0.8594952208587666,0.48683125061098687
6429,UFSP2,0.749759170188806,0.15494469810458855,0.7479415424649697
6430,C4orf47,0.0725765737255083,0.4379701561083228,0.6454992122502813
6431,PDLIM3,0.48265334446714947,0.18758703855887338,0.6912151359685217
6432,TLR3,0.15868019413080003,0.23888712272506285,0.34966082600123527
6433,FAM149A,0.1920183742133863,0.20284505617765547,0.852516293106291
6434,FLJ38576,0.3674857160920256,0.15008099071485614,0.9025786114332436
6435,CYP4V2,0.9008610141131038,0.05246365962991184,0.4501713336992125
6436,F11,0.47038822303030337,0.9705128047341858,0.49332340259023666
6437,MTNR1A,0.6857004436879157,0.6836979277973214,0.9208887236557923
6438,ZFP42,0.5305964049959987,0.4592675951402492,0.34630923741859676
6439,TRIML1,0.5578588711088674,0.7209524163565786,0.6393619473864576
6440,TRIML2,0.9272467202476239,0.5730626643009705,0.7503044307515531
6441,LINC01262,0.15333074740202834,0.5563819180633297,0.9988772380504047
6442,FRG1,0.9181691471340611,0.1700066172579573,0.3827407816697286
6443,FRG2,0.03615483100866135,0.23992928542411052,0.7299208051587255
6444,DUX2+DUX4+DUX4L2+DUX4L3+DUX4L5+DUX4L6,0.5587699314539494,0.0403668639195246,0.0156469077250031
6445,DUX4+DUX4L2+DUX4L3+DUX4L4+DUX4L5+DUX4L6,0.30124582718065274,0.611504153235427,0.6481288952790036
6446,DUX2,0.5828167022266726,0.699602728423554,0.21214216085717352
6447,DUX4L4,0.7088787144449487,0.6847349673680488,0.8400501021456971
6448,DBET,0.5520042107478,0.032442646444566514,0.77963610481719
6449,TXNDC15,0.0367559647634208,0.14552362145038023,0.8638652746695673
6450,PDE4D,0.5106423729870665,0.6332519745972073,0.37203547636192147
6451,MYO10,0.4804748125269187,0.0790097545074272,0.934056121404767
6452,ADAMTS12,0.30607024611017086,0.9598230727708364,0.7090772750301236
6453,LOC729506,0.3264860867701659,0.28157518264235615,0.7490545749687899
6454,GRAMD3,0.5915269426400493,0.10454874324779295,0.22253143449440405
6455,SV2C,0.5898570596566675,0.9720039168488801,0.3545171280865743
6456,MAN2A1,0.8852725858229573,0.19828878687994378,0.6350680827720987
6457,LOC102467224,0.681882642024735,0.24905689304288836,0.05431734281422962
6458,WWC1,0.9857011898604343,0.6430116425100263,0.09517789338523686
6459,ARHGAP26,0.6960975771691129,0.08390598926008042,0.5099756734312457
6460,ADRA1B,0.11806187730021789,0.6662011793989308,0.09159949650323951
6461,ADAMTS16,0.4360456797421668,0.04587896391440072,0.7440934067006991
6462,SEMA5A,0.19295463904386367,0.90128523643188,0.623510973098611
6463,OTULIN,0.47104122499374956,0.4206132916565768,0.003719282773880783
6464,FBXL7,0.49628788426622084,0.06635293372348117,0.492541196210706
6465,CTNND2,0.7636931881464447,0.014698955084881726,0.8727979684177745
6466,LINC01194,0.19171841506277865,0.8223233275930149,0.1910385394012264
6467,CDH18,0.5234933665289235,0.7373378389874296,0.19391775604542882
6468,CDH12,0.7262510545964121,0.6757497829602459,0.9330818039742784
6469,DROSHA,0.10400039687941265,0.6216689359598263,0.2422298999234298
6470,SPEF2,0.9704449430139032,0.19167212863901162,0.40947149541458217
6471,WDR70,0.7313621256552886,0.359574150012816,0.4986742104432712
6472,OSMR-AS1,0.22297871978897688,0.0432895336459842,0.8934759436678248
6473,FLJ32255,0.6583389849758718,0.6664199091274501,0.7302437837828998
6474,ARL15,0.8821173912753276,0.7377918689209884,0.9180948640000101
6475,IPO11,0.3436695297387371,0.8011178767229548,0.1748041878863662
6476,MAST4,0.317679821586458,0.3310494024516092,0.7695130320399333
6477,ZSWIM6,0.9041901649946524,0.584252493754097,0.44200753360719724
6478,SGTB,0.48581642739210673,0.029424594502904133,0.05625143921717812
6479,FCHO2,0.17476768423640765,0.422604787312329,0.630319648094682
6480,ANKRD31,0.3283009510191712,0.765202109779607,0.39985314690177454
6481,VCAN,0.44172326469533796,0.8552510164435416,0.9952217761796116
6482,SSBP2,0.1965511025106973,0.7532573383141524,0.8512380774050917
6483,RNU5E-1,0.3807559086744692,0.5437303564889155,0.9721860536824277
6484,PDE8B,0.4227523451912909,0.49218731674774097,0.15569574647663353
6485,RNU5D-1,0.8433101024937528,0.18916983338590565,0.8263023975302071
6486,MEF2C,0.866927983833185,0.6211898603222432,0.4650177117044768
6487,GPR98,0.3786897125888262,0.19289295885949176,0.2674719679274966
6488,MCTP1,0.08461491912580232,0.015706916708592478,0.04155006961154806
6489,LIX1,0.46301511636791437,0.5340823142958495,0.293786457688453
6490,FAM172A,0.5628503164364965,0.6646698519130038,0.9391961766196408
6491,EFNA5,0.7172842004974086,0.9866241806069171,0.7694879062107316
6492,SLCO6A1,0.6405814082536905,0.23764318081304936,0.7859991379567219
6493,NREP,0.49042341561513714,0.6022096558028204,0.21042671676063918
6494,SRP19,0.6788400361498006,0.6295724301527796,0.7812274356300261
6495,AQPEP,0.9497478359132385,0.6812320895109101,0.8749105781515503
6496,DMXL1,0.8922209653434423,0.6838920523395624,0.2798875419346213
6497,CEP120,0.42009859544911876,0.8469074258951885,0.4335761520325965
6498,PRRC1,0.7170259437490212,0.46553020282617386,0.044417409432989885
6499,FNIP1,0.16439794445402345,0.5902675041964819,0.30296860800842584
6500,ADAMTS19,0.030084740108698993,0.7520224085654015,0.729350995767741
6501,FBXL21,0.440473048625483,0.29393936347302096,0.5313330255071131
6502,SIL1,0.03585790602791494,0.41157287914999663,0.6294435868246518
6503,FAM13B,0.7486819785624329,0.7281281580042062,0.9721053880281003
6504,SPOCK1,0.7275440145524127,0.9883896601989093,0.18169656955842217
6505,HTR4,0.7873550136399385,0.24959852797181825,0.43789447684054594
6506,KCTD16,0.3753815553948031,0.8562892752231691,0.36002203201421856
6507,CSNK1A1,0.557433001819291,0.15573381956600985,0.2937494945009562
6508,DPYSL3,0.39481719008025695,0.8557357262785334,0.09826178081283221
6509,GRIA1,0.022991989906511412,0.8355861029922702,0.664872128450082
6510,LARP1,0.026262023686499214,0.5089643582998661,0.5679391382397699
6511,EBF1,0.7252028549409402,0.8265112224208784,0.3588877252251178
6512,LOC101927134,0.4598649484102645,0.8102991384299043,0.7161756483437625
6513,TENM2,0.2983055499992926,0.3217958160992541,0.793158487082139
6514,HRH2,0.5616394678566389,0.9220816657976098,0.006281369177449925
6515,KCNIP1,0.6669891190371121,0.50836242126304,0.07012046878486411
6516,BTNL8,0.7682822667239178,0.31087804372137284,0.48407204364905254
6517,TBC1D9B,0.6410709867481044,0.6775493825200509,0.1298580074097454
6518,SLC9A3,0.7481387040085644,0.5686963475174399,0.21505288545586843
6519,AHRR,0.3549470074992144,0.6106212554643835,0.0022252017434570837
6520,TRIP13,0.6520916477185015,0.41192344182170126,0.4239129103773296
6521,SLC6A3,0.07733474573372523,0.7055239477750136,0.5154761618580983
6522,SDHAP3,0.9122925564384912,0.08627859931938864,0.2979042279565034
6523,C5orf38,0.6674609225631214,0.3113032940499665,0.45062260374894103
6524,FASTKD3,0.915881679067838,0.4675656424244936,0.8160840777113971
6525,ADCY2,0.5067507033296181,0.40021418618689575,0.5892584348105008
6526,MARCH6,0.2940106765601689,0.2524159667392277,0.24853904430089435
6527,LOC285692,0.3501591068820825,0.8145598789789956,0.34577272185062247
6528,ANKRD33B,0.9270348276867655,0.3581916957526672,0.01704195814477194
6529,DAP,0.30591349245727417,0.10352834043718517,0.4134981097936008
6530,TRIO,0.6351344720034818,0.14769305285455592,0.7136980508805937
6531,DNAH5,0.0794830450843208,0.9150475921333452,0.13674643563506594
6532,ANKH,0.4870780379118167,0.6482057881029023,0.9988908621110638
6533,LOC101929454,0.6819226925641383,0.8711957299560985,0.2340459527037454
6534,MARCH11,0.8835658432597486,0.37347923124663995,0.5241205946560165
6535,FAM134B,0.1888435557979392,0.2545511668544249,0.4580498148534492
6536,LOC101929505,0.263237650873941,0.31468031265387963,0.7836880612500924
6537,LOC285696,0.16511191128400726,0.8067171162687884,0.831154625633798
6538,GUSBP1,0.16606840590174898,0.15257009258122167,0.25295635824072205
6539,PMCHL1,0.5305376078689725,0.704758469190219,0.5415254601885318
6540,CDH10,0.29011604685022585,0.8954728211885052,0.8493902615404981
6541,CDH9,0.8818786251948671,0.9627246757078293,0.7469779559984011
6542,CDH6,0.03866452811899945,0.874010435699976,0.7927252272009555
6543,ZFR,0.708568316371429,0.4942002718855535,0.6751258705868859
6544,PDZD2,0.9362606220626,0.9381679158682549,0.7162524528836658
6545,MTMR12,0.848026916163525,0.3776000793759722,0.6084888387460914
6546,NPR3,0.562980488733976,0.9743201733141261,0.6124229492431663
6547,SLC45A2,0.2209572110466479,0.6163523748386517,0.5333345081395621
6548,C1QTNF3-AMACR,0.6731984062917553,0.03329629365965259,0.5064768223375762
6549,PRLR,0.837472672382426,0.05266672479453249,0.9388096813870735
6550,RAI14,0.30919240741065523,0.5038751472607869,0.9010327276172826
6551,TTC23L,0.7788753731089203,0.9966641111982356,0.12062865264582512
6552,CAPSL,0.5247546016587529,0.21557127353814398,0.32285190542502684
6553,SKP2,0.32054821544664036,0.2971811572846019,0.647494285645147
6554,UGT3A2,0.07205108588157316,0.8310987124155195,0.06514192511023664
6555,NIPBL,0.1944960231457996,0.138067231710304,0.41116736948620036
6556,NUP155,0.913591343520631,0.24804899012020343,0.3683820749847925
6557,C5orf42,0.7590241198332116,0.5033305701511446,0.03979114041152276
6558,LIFR,0.6820770560923304,0.30298103927452313,0.4706998760453478
6559,EGFLAM,0.33418082768308677,0.7381943470755933,0.866335122801861
6560,LIFR-AS1,0.8458730413527056,0.8549131163386711,0.12161945071433766
6561,RICTOR,0.9092288471787888,0.8729737494412768,0.5049516406236947
6562,FYB,0.5276487223056232,0.4424994529540275,0.32611617408982096
6563,OSMR,0.18068246072133076,0.5142824473234274,0.6093108201912489
6564,C9,0.19754241886222923,0.6780839713906857,0.1729967348147622
6565,PRKAA1,0.7597183386101413,0.5238594248518048,0.7565670272822679
6566,C6,0.3042250814093065,0.051736924163439446,0.6125837132816858
6567,OXCT1,0.7526940079460909,0.603313979235924,0.8643025176022242
6568,MROH2B,0.609930431154201,0.7051166330745686,0.2756885611386085
6569,PLCXD3,0.285293730011671,0.7008452108177995,0.6307126367673395
6570,GHR,0.19960997794816404,0.6201236102152075,0.46784663237603086
6571,NNT,0.8679664187655852,0.7700604958551183,0.31966821060809203
6572,ZNF131,0.11573371166368274,0.24109498143926655,0.7328656641415969
6573,NIM1K,0.03727251889211469,0.8016323288686987,0.3579703481906139
6574,CCL28,0.09167414859912082,0.06498816886630976,0.8233935912598339
6575,HCN1,0.4242676413734531,0.9492933194659795,0.2283447406621476
6576,PARP8,0.3848765900564719,0.035343174563824076,0.4736461782520486
6577,ITGA2,0.5860539209445325,0.9799944012060576,0.9570258020245206
6578,ITGA1,0.6502911760419816,0.5316327338578146,0.7329203592698019
6579,NDUFS4,0.9367859717763402,0.28867234007780784,0.8802270218843113
6580,LOC102467080,0.4516102544964955,0.7989281058756778,0.08500513184455982
6581,DDX4,0.16817882016546248,0.30974445112688964,0.435766183687039
6582,IL31RA,0.23929500594166964,0.6428315516883562,0.565052984732192
6583,ANKRD55,0.20986406621345122,0.603413302005542,0.8149514822021524
6584,PPAP2A,0.7808509084114315,0.4889540667969642,0.8777560997862223
6585,SKIV2L2,0.38957550612383174,0.6528741672674724,0.669086915915513
6586,GPBP1,0.9597402490172925,0.18450416182777485,0.9261536892386417
6587,LOC101928448,0.2931943445950994,0.4631323551061598,0.09445743515748095
6588,MIER3,0.5332893802626059,0.31931387284113233,0.8591197817908979
6589,LOC101928569,0.171219190309029,0.8287040657179978,0.65248962695743
6590,LINCR-0003,0.14459356984389982,0.050623885178596284,0.0901035869193546
6591,RAB3C,0.19151113766629702,0.5351969269706858,0.7137836067301078
6592,DEPDC1B,0.031035371649178356,0.5624699738066828,0.4252791879417547
6593,NDUFAF2,0.5489925135912544,0.24982337433758395,0.05141239525503527
6594,KIF2A,0.5359930949308012,0.932573578674064,0.18830734713237973
6595,C5orf64,0.469742049011144,0.13442109323486728,0.43456072101662835
6596,RNF180,0.20903934125843382,0.6538082603861782,0.09941452681743446
6597,RGS7BP,0.5818455862912388,0.3145363477451796,0.9630593780847093
6598,PPWD1,0.15556674132760273,0.26111817328696807,0.5272537797343047
6599,ADAMTS6,0.8623802805544157,0.36248536953424615,0.8274646304604079
6600,CWC27,0.09061901815322382,0.4987403213897095,0.4294193042730051
6601,ERBB2IP,0.3044193037744314,0.9197889902389775,0.5853376706482347
6602,RAD17,0.5234640581765165,0.6256161849419046,0.3716953124908965
6603,CDK7,0.9856928066305363,0.2020035545224158,0.3772961199266677
6604,SLC30A5,0.9381786684325769,0.4134228420020586,0.9211780993326399
6605,GUSBP3,0.6140408469722222,0.9772381441939058,0.7322418668760466
6606,OCLN,0.8026906952830486,0.1053060201624767,0.5908145982412838
6607,SERF1B,0.6339708488674568,0.5969981672358758,0.3666011790928394
6608,GTF2H2B,0.6227485789973399,0.1455995798583537,0.5760944009199956
6609,SMA4,0.39330568377975916,0.5598087795201437,0.9847125673831462
6610,SERF1A,0.05799288914462564,0.762943133896454,0.49039267816083065
6611,SMA5,0.6187934035117566,0.01893124335451246,0.5753772730418263
6612,MCCC2,0.9001528148891246,0.9828999097777951,0.5956747398294792
6613,BDP1,0.28283654255016344,0.6724316191263108,0.3187862944183717
6614,GUSBP9,0.7617254222272813,0.7134403161347457,0.6516696882851023
6615,LOC647859,0.4167102527097025,0.5410431787854889,0.9984872598270544
6616,MAP1B,0.43886829402038885,0.09443687918268073,0.09497270568559879
6617,MRPS27,0.5640149595862448,0.5296492847554454,0.5003597287603607
6618,ARHGEF28,0.04499749848440948,0.08088095548117835,0.3503254548160032
6619,UTP15,0.2724137486048531,0.49564380074096415,0.8438005463526128
6620,GFM2,0.7786374219379102,0.7187081039076111,0.7099079214312282
6621,ENC1,0.5837499336613577,0.2957425834039378,0.46191806511314015
6622,POC5,0.4277106739138632,0.5584068455509642,0.8841132059064816
6623,COL4A3BP,0.625517724344299,0.4305254754751261,0.25222973803186965
6624,POLK,0.06715268257127405,0.3449378353540308,0.042833976206629876
6625,S100Z,0.5145694779270584,0.9268002588462794,0.2834471637639667
6626,F2R,0.8454529375734132,0.7535562302335748,0.23059000077417047
6627,IQGAP2,0.7360403135699574,0.7674526874803479,0.29697099110995195
6628,ZBED3-AS1,0.5045549502589562,0.07457349180566397,0.010910217289974766
6629,TBCA,0.3752464799750581,0.08140376657765436,0.286848013696947
6630,AP3B1,0.03786685975177373,0.4428259247996227,0.5316339130655295
6631,LOC101929154,0.873132587340319,0.16578597523024863,0.4116939918086344
6632,BHMT2,0.8806473002791421,0.08465216885099114,0.7381665483608806
6633,LHFPL2,0.5524449943840865,0.7643128625369017,0.2499487379080534
6634,SCAMP1,0.299320064331009,0.49864360996265467,0.7537821294982737
6635,ARSB,0.1684005125493554,0.5153300082689376,0.08392970914709008
6636,CMYA5,0.1219118938168482,0.7445063245966606,0.09799739433064858
6637,SERINC5,0.4681527403076987,0.5634434124701693,0.32945701698487995
6638,HOMER1,0.9746703278712611,0.18392572577117283,0.615998689968111
6639,RASGRF2,0.3527465419135819,0.06492987696214125,0.40958277534406995
6640,FAM151B,0.8183149109461795,0.523402026890734,0.9281500800905405
6641,MSH3,0.8946968448172157,0.6844460731001324,0.25325897978276013
6642,ATG10,0.4412388911767181,0.13603824007705423,0.7702367125087854
6643,XRCC4,0.39701841770976987,0.41202604797295206,0.25895319582525456
6644,HAPLN1,0.09863434261171,0.3596588215756279,0.9600365763189462
6645,EDIL3,0.6725148896650306,0.18587947284377027,0.4372158105517039
6646,NBPF22P,0.048792415847794035,0.4624811023135247,0.8789863414142385
6647,RASA1,0.9723227530402078,0.7031688987280045,0.9271754290945972
6648,LOC101929380,0.35100442070719273,0.9950253727178189,0.18736837212225887
6649,TMEM161B,0.2638538541651182,0.01763381370595052,0.6285555889759901
6650,TMEM161B-AS1,0.18230664866794366,0.4061219560299587,0.9266624303851957
6651,LINC00461,0.4397774573425849,0.4248711699736314,0.9600383395764889
6652,MEF2C-AS1,0.3120767144846961,0.9141780595411387,0.44970704005381423
